"NameOfStation";"Line";"Year";"Quarter";"IncomingPassengers";"OutgoingPassengers";"global_id";
"Станция метрополитена";"Линия";"Год";"Квартал";"Входы пассажиров";"Выходы пассажиров";"global_id";
"Петровско-Разумовская";"Серпуховско-Тимирязевская линия";"2022";"IV квартал";"0";"0";"2507559020";
"Тимирязевская";"Московская монорельсовая транспортная система";"2022";"IV квартал";"49061";"42061";"2507559021";
"Окружная";"Московское центральное кольцо";"2022";"IV квартал";"1359851";"1366756";"2507559022";
"Владыкино";"Московское центральное кольцо";"2022";"IV квартал";"668030";"874721";"2507559023";
"Москва-Сити";"Московское центральное кольцо";"2022";"IV квартал";"1325844";"1432683";"2507559523";
"Кутузовская";"Московское центральное кольцо";"2022";"IV квартал";"1638680";"1811409";"2507559528";
"Автозаводская";"Московское центральное кольцо";"2022";"IV квартал";"677229";"735095";"2507559536";
"Дубровка";"Московское центральное кольцо";"2022";"IV квартал";"785871";"838661";"2507559543";
"Нижегородская";"Московское центральное кольцо";"2022";"IV квартал";"1968945";"2093536";"2507559553";
"Шоссе Энтузиастов";"Московское центральное кольцо";"2022";"IV квартал";"681240";"766148";"2507559561";
"Бульвар Рокоссовского";"Московское центральное кольцо";"2022";"IV квартал";"939148";"977675";"2507559566";
"Ботанический сад";"Московское центральное кольцо";"2022";"IV квартал";"1038368";"1258370";"2507559571";
"Парк культуры";"Кольцевая линия";"2022";"IV квартал";"2957303";"3098584";"2507559629";
"Октябрьская";"Кольцевая линия";"2022";"IV квартал";"2201697";"2335200";"2507559632";
"Павелецкая";"Кольцевая линия";"2022";"IV квартал";"4019414";"4172706";"2507559633";
"Таганская";"Кольцевая линия";"2022";"IV квартал";"2342736";"2426142";"2507559636";
"Комсомольская";"Кольцевая линия";"2022";"IV квартал";"7932461";"6698345";"2507559638";
"Белорусская";"Кольцевая линия";"2022";"IV квартал";"4060155";"3874947";"2507559639";
"Киевская";"Кольцевая линия";"2022";"IV квартал";"3055654";"3043732";"2507559645";
"Третьяковская";"Калужско-Рижская линия";"2022";"IV квартал";"0";"0";"2507559646";
"Проспект Мира";"Калужско-Рижская линия";"2022";"IV квартал";"1867160";"1944840";"2507559647";
"Третьяковская";"Калининская линия";"2022";"IV квартал";"2533648";"2668056";"2507559648";
"Авиамоторная";"Калининская линия";"2022";"IV квартал";"3909942";"4088306";"2507559649";
"Мичуринский проспект";"Большая кольцевая линия";"2022";"IV квартал";"841685";"846450";"2507559650";
"Авиамоторная";"Некрасовская линия";"2022";"IV квартал";"688603";"688321";"2507559656";
"Лефортово";"Некрасовская линия";"2022";"IV квартал";"654407";"654587";"2507559657";
"Электрозаводская";"Некрасовская линия";"2022";"IV квартал";"904819";"903998";"2507559659";
"Киевская";"Филёвская линия";"2022";"IV квартал";"0";"0";"2535337362";
"Пятницкое шоссе";"Арбатско-Покровская линия";"2023";"I квартал";"1513158";"1424167";"2581188693";
"Митино";"Арбатско-Покровская линия";"2023";"I квартал";"2077333";"1992849";"2581188695";
"Волоколамская";"Арбатско-Покровская линия";"2023";"I квартал";"1487085";"1444993";"2581188696";
"Мякинино";"Арбатско-Покровская линия";"2023";"I квартал";"1499235";"1431843";"2581188697";
"Строгино";"Арбатско-Покровская линия";"2023";"I квартал";"2431426";"2392189";"2581188698";
"Крылатское";"Арбатско-Покровская линия";"2023";"I квартал";"2162578";"2130423";"2581188700";
"Молодёжная";"Арбатско-Покровская линия";"2023";"I квартал";"3785767";"3728023";"2581188701";
"Славянский бульвар";"Арбатско-Покровская линия";"2023";"I квартал";"4558147";"4449477";"2581188703";
"Киевская";"Арбатско-Покровская линия";"2023";"I квартал";"3394184";"3137136";"2581188706";
"Площадь Революции";"Арбатско-Покровская линия";"2023";"I квартал";"2852090";"2810639";"2581188710";
"Бауманская";"Арбатско-Покровская линия";"2023";"I квартал";"4523897";"4730929";"2581188712";
"Электрозаводская";"Арбатско-Покровская линия";"2023";"I квартал";"2739937";"2933619";"2581188713";
"Семёновская";"Арбатско-Покровская линия";"2023";"I квартал";"2513374";"2580388";"2581188714";
"Партизанская";"Арбатско-Покровская линия";"2023";"I квартал";"1505321";"1455228";"2581188715";
"Измайловская";"Арбатско-Покровская линия";"2023";"I квартал";"1515881";"1521870";"2581188717";
"Первомайская";"Арбатско-Покровская линия";"2023";"I квартал";"2909252";"2882173";"2581188718";
